,Name,Age,Photo,Nationality,Flag,,Potential,Club,Club Logo,Value(£),,,,,,,,,,,
10043,22 A. Doldán,24,https://cdn.sofifa.net/players/255/240/22_60.png,Paraguay,https://cdn.sofifa.net/flags/py.png,,74,Atlético Tucumán,https://cdn.sofifa.net/teams/111708/30.png,1700000,,,,,,,,,,,
10044,21 M. Morais,22,https://cdn.sofifa.net/players/258/482/21_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,,68,CD Lugo,https://cdn.sofifa.net/teams/110831/30.png,650000,,,,,,,,,,,
10045,D. Quilumba,33,https://cdn.sofifa.net/players/266/306/23_60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png,,65,Mushuc Runa,https://cdn.sofifa.net/teams/114615/30.png,350000,,,,,,,,,,,
10046,M. Franzke,23,https://cdn.sofifa.net/players/250/948/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,70,1. FC Magdeburg,https://cdn.sofifa.net/teams/110588/30.png,725000,,,,,,,,,,,
10047,22 K. Tachi,23,https://cdn.sofifa.net/players/255/851/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,,68,Shonan Bellmare,https://cdn.sofifa.net/teams/113161/30.png,575000,,,,,,,,,,,
10048,P. Ekwah Elimby,20,https://cdn.sofifa.net/players/248/473/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,75,West Ham United,https://cdn.sofifa.net/teams/19/30.png,500000,,,,,,,,,,,
10049,22 C. Gbo,18,https://cdn.sofifa.net/players/268/066/22_60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png,,72,Oud-Heverlee Leuven,https://cdn.sofifa.net/teams/100087/30.png,550000,,,,,,,,,,,
10050,B. Fink,19,https://cdn.sofifa.net/players/251/851/23_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,,80,Borussia Dortmund II,https://cdn.sofifa.net/teams/110676/30.png,1000000,,,,,,,,,,,
10051,M. Colque,19,https://cdn.sofifa.net/players/266/354/23_60.png,Bolivia,https://cdn.sofifa.net/flags/bo.png,,71,Club Deportivo Jorge Wilstermann,https://cdn.sofifa.net/teams/110974/30.png,500000,,,,,,,,,,,
10052,A. Rodríguez,18,https://cdn.sofifa.net/players/262/283/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,78,Club Atlético Lanús,https://cdn.sofifa.net/teams/110395/30.png,825000,,,,,,,,,,,
10053,22 D. Angarita,25,https://cdn.sofifa.net/players/253/921/22_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,,63,Deportivo Táchira FC,https://cdn.sofifa.net/teams/110990/30.png,425000,,,,,,,,,,,
10054,22 S. Baghdadi,23,https://cdn.sofifa.net/players/263/903/22_60.png,France,https://cdn.sofifa.net/flags/fr.png,,66,Fortuna Sittard,https://cdn.sofifa.net/teams/634/30.png,575000,,,,,,,,,,,
10055,22 R. Jurkovskis,24,https://cdn.sofifa.net/players/260/802/22_60.png,Latvia,https://cdn.sofifa.net/flags/lv.png,,63,Dundalk FC,https://cdn.sofifa.net/teams/837/30.png,300000,,,,,,,,,,,
10056,22 Cacá,22,https://cdn.sofifa.net/players/261/069/22_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,75,Tokushima Vortis,https://cdn.sofifa.net/teams/112783/30.png,2100000,,,,,,,,,,,
10057,M. Çuni,20,https://cdn.sofifa.net/players/264/467/23_60.png,Albania,https://cdn.sofifa.net/flags/al.png,,72,1. FC Saarbrücken,https://cdn.sofifa.net/teams/523/30.png,875000,,,,,,,,,,,
10058,21 G. Okechukwu,24,https://cdn.sofifa.net/players/260/363/21_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,,67,Hokkaido Consadole Sapporo,https://cdn.sofifa.net/teams/112444/30.png,800000,,,,,,,,,,,
10059,J. de Vries,20,https://cdn.sofifa.net/players/255/755/23_60.png,United States,https://cdn.sofifa.net/flags/us.png,,75,Venezia FC,https://cdn.sofifa.net/teams/205/30.png,800000,,,,,,,,,,,
10060,M. Sargent,20,https://cdn.sofifa.net/players/270/545/23_60.png,Wales,https://cdn.sofifa.net/flags/gb-wls.png,,62,Salford City,https://cdn.sofifa.net/teams/113926/30.png,250000,,,,,,,,,,,
10061,S. Parra,17,https://cdn.sofifa.net/players/269/868/23_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,,74,Deportivo La Guaira FC,https://cdn.sofifa.net/teams/112853/30.png,400000,,,,,,,,,,,
10062,22 B. Hjertstrand,27,https://cdn.sofifa.net/players/255/176/22_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,,61,Örebro SK,https://cdn.sofifa.net/teams/705/30.png,325000,,,,,,,,,,,
10063,21 M. Heiland,18,https://cdn.sofifa.net/players/257/857/21_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,68,Eintracht Braunschweig,https://cdn.sofifa.net/teams/110500/30.png,250000,,,,,,,,,,,
10064,R. Ciervo,21,https://cdn.sofifa.net/players/264/683/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,72,Frosinone,https://cdn.sofifa.net/teams/111657/30.png,725000,,,,,,,,,,,
10065,Yuri Matias,27,https://cdn.sofifa.net/players/258/426/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,70,CFR Cluj,https://cdn.sofifa.net/teams/110816/30.png,1200000,,,,,,,,,,,
10066,N. Musampa,20,https://cdn.sofifa.net/players/269/094/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,72,FC Groningen,https://cdn.sofifa.net/teams/1915/30.png,825000,,,,,,,,,,,
10067,V. Mitrea,21,https://cdn.sofifa.net/players/257/366/23_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,68,CS Mioveni,https://cdn.sofifa.net/teams/113380/30.png,350000,,,,,,,,,,,
10068,Liberal,19,https://cdn.sofifa.net/players/264/307/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,,75,Gil Vicente FC,https://cdn.sofifa.net/teams/1888/30.png,1100000,,,,,,,,,,,
10069,22 J. Perales,20,https://cdn.sofifa.net/players/267/775/22_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,70,Club Atlético Banfield,https://cdn.sofifa.net/teams/110404/30.png,875000,,,,,,,,,,,
10070,21 E. Gómez,18,https://cdn.sofifa.net/players/259/755/21_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,,77,Albacete BP,https://cdn.sofifa.net/teams/1854/30.png,1100000,,,,,,,,,,,
10071,22 A. Pyndt,20,https://cdn.sofifa.net/players/259/644/22_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,,66,Brøndby IF,https://cdn.sofifa.net/teams/269/30.png,275000,,,,,,,,,,,
10072,E. Vergani,21,https://cdn.sofifa.net/players/264/451/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,74,US Salernitana 1919,https://cdn.sofifa.net/teams/110373/30.png,1300000,,,,,,,,,,,
10073,22 M. Bolaños,29,https://cdn.sofifa.net/players/261/248/22_60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png,,61,Guayaquil City FC,https://cdn.sofifa.net/teams/113723/30.png,300000,,,,,,,,,,,
10074,J. Zahmel,19,https://cdn.sofifa.net/players/266/435/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,69,VfL Osnabrück,https://cdn.sofifa.net/teams/487/30.png,400000,,,,,,,,,,,
10075,F. Pemi Moumbagna,22,https://cdn.sofifa.net/players/256/669/23_60.png,Cameroon,https://cdn.sofifa.net/flags/cm.png,,70,Kristiansund BK,https://cdn.sofifa.net/teams/113459/30.png,550000,,,,,,,,,,,
10076,J. Pickford,28,https://cdn.sofifa.net/players/204/935/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,84,Everton,https://cdn.sofifa.net/teams/7/30.png,26000000,,,,,,,,,,,
10077,Z. Medley,21,https://cdn.sofifa.net/players/240/334/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,76,KV Oostende,https://cdn.sofifa.net/teams/682/30.png,2100000,,,,,,,,,,,
10078,Alcedo,21,https://cdn.sofifa.net/players/271/272/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,68,Albacete BP,https://cdn.sofifa.net/teams/1854/30.png,600000,,,,,,,,,,,
10079,22 Z. Ruggiero,19,https://cdn.sofifa.net/players/252/908/22_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,68,Crotone,https://cdn.sofifa.net/teams/110734/30.png,450000,,,,,,,,,,,
10080,D. Theodorou,24,https://cdn.sofifa.net/players/263/378/23_60.png,Cyprus,https://cdn.sofifa.net/flags/cy.png,,70,APOEL Nicosia FC,https://cdn.sofifa.net/teams/100135/30.png,1100000,,,,,,,,,,,
10081,22 Son Ho Jun,18,https://cdn.sofifa.net/players/260/486/22_60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png,,73,Suwon Samsung Bluewings,https://cdn.sofifa.net/teams/983/30.png,350000,,,,,,,,,,,
10082,20 J. Caicedo,20,https://cdn.sofifa.net/players/253/524/20_60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png,,64,Barcelona Sporting Club,https://cdn.sofifa.net/teams/110981/30.png,130000,,,,,,,,,,,
10083,22 L. Loughlan,19,https://cdn.sofifa.net/players/258/837/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,64,Salford City,https://cdn.sofifa.net/teams/113926/30.png,200000,,,,,,,,,,,
10084,T. Zaal,18,https://cdn.sofifa.net/players/258/905/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,77,SC Heerenveen,https://cdn.sofifa.net/teams/1913/30.png,775000,,,,,,,,,,,
10085,17 Rincón,29,https://cdn.sofifa.net/players/181/734/17_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,72,ESTAC Troyes,https://cdn.sofifa.net/teams/294/30.png,1600000,,,,,,,,,,,
10086,E. Achahuanco,18,https://cdn.sofifa.net/players/268/551/23_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,,69,Ayacucho,https://cdn.sofifa.net/teams/114512/30.png,400000,,,,,,,,,,,
10087,S. Figueredo,20,https://cdn.sofifa.net/players/267/698/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,,72,Montevideo Wanderers,https://cdn.sofifa.net/teams/111001/30.png,575000,,,,,,,,,,,
10088,Alberto,29,https://cdn.sofifa.net/players/263/725/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,65,CD Lugo,https://cdn.sofifa.net/teams/110831/30.png,550000,,,,,,,,,,,
10089,H. Birtwistle,18,https://cdn.sofifa.net/players/264/805/23_60.png,Singapore,https://cdn.sofifa.net/flags/sg.png,,72,Wolverhampton Wanderers,https://cdn.sofifa.net/teams/110/30.png,300000,,,,,,,,,,,
10090,21 Baek Do Won,23,https://cdn.sofifa.net/players/255/869/21_60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png,,62,GwangJu FC,https://cdn.sofifa.net/teams/112258/30.png,210000,,,,,,,,,,,
10091,22 M. Vrdoljak,27,https://cdn.sofifa.net/players/267/638/22_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,,60,FC Academica Clinceni,https://cdn.sofifa.net/teams/113391/30.png,230000,,,,,,,,,,,
10092,L. Ortíz,22,https://cdn.sofifa.net/players/261/235/23_60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png,,72,Independiente del Valle,https://cdn.sofifa.net/teams/112908/30.png,850000,,,,,,,,,,,
10093,22 Fabio Blanco,17,https://cdn.sofifa.net/players/262/954/22_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,83,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,1200000,,,,,,,,,,,
10094,22 P. Barraza,20,https://cdn.sofifa.net/players/262/067/22_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,67,Club Atlético Central Córdoba,https://cdn.sofifa.net/teams/112965/30.png,500000,,,,,,,,,,,
10095,P. Rejnhold,26,https://cdn.sofifa.net/players/271/286/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,,64,Helsingborgs IF,https://cdn.sofifa.net/teams/432/30.png,400000,,,,,,,,,,,
10096,L. Souto,23,https://cdn.sofifa.net/players/270/456/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,70,Defensa y Justicia,https://cdn.sofifa.net/teams/111710/30.png,925000,,,,,,,,,,,
10097,Rafael Fernandes,20,https://cdn.sofifa.net/players/271/317/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,,72,FC Arouca,https://cdn.sofifa.net/teams/112513/30.png,675000,,,,,,,,,,,
10098,22 V. Karpov,18,https://cdn.sofifa.net/players/252/994/22_60.png,Russia,https://cdn.sofifa.net/flags/ru.png,,79,PFC CSKA Moscow,https://cdn.sofifa.net/teams/315/30.png,1300000,,,,,,,,,,,
10099,20 B. Lozano,22,https://cdn.sofifa.net/players/235/121/20_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,,74,Club Universidad Nacional,https://cdn.sofifa.net/teams/1881/30.png,550000,,,,,,,,,,,
10100,S. Wootton,30,https://cdn.sofifa.net/players/203/264/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,66,Wellington Phoenix,https://cdn.sofifa.net/teams/111766/30.png,700000,,,,,,,,,,,
10101,J. Laws,24,https://cdn.sofifa.net/players/259/459/23_60.png,Australia,https://cdn.sofifa.net/flags/au.png,,68,Wellington Phoenix,https://cdn.sofifa.net/teams/111766/30.png,575000,,,,,,,,,,,
10102,M. Jensen,25,https://cdn.sofifa.net/players/256/222/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,,69,AC Horsens,https://cdn.sofifa.net/teams/1446/30.png,775000,,,,,,,,,,,
10103,21 M. Kuyucu,20,https://cdn.sofifa.net/players/254/563/21_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,69,FC St. Pauli,https://cdn.sofifa.net/teams/110329/30.png,475000,,,,,,,,,,,
10104,T. Taşçı,20,https://cdn.sofifa.net/players/268/678/23_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,,70,Fortuna Sittard,https://cdn.sofifa.net/teams/634/30.png,550000,,,,,,,,,,,
10105,20 J. Ibehre,36,https://cdn.sofifa.net/players/019/521/20_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,58,Cambridge United,https://cdn.sofifa.net/teams/1944/30.png,45000,,,,,,,,,,,
10106,22 A. Vera,17,https://cdn.sofifa.net/players/264/560/22_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,,75,AC Mineros de Guayana,https://cdn.sofifa.net/teams/110992/30.png,525000,,,,,,,,,,,
10107,V. Kwasniak,19,https://cdn.sofifa.net/players/270/601/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,,68,Brøndby IF,https://cdn.sofifa.net/teams/269/30.png,140000,,,,,,,,,,,
10108,22 A. Thaqi,19,https://cdn.sofifa.net/players/262/634/22_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,74,Borussia Dortmund II,https://cdn.sofifa.net/teams/110676/30.png,550000,,,,,,,,,,,
10109,L. Greiml,20,https://cdn.sofifa.net/players/250/813/23_60.png,Austria,https://cdn.sofifa.net/flags/at.png,,80,FC Schalke 04,https://cdn.sofifa.net/teams/34/30.png,2300000,,,,,,,,,,,
10110,22 R. Lowe,17,https://cdn.sofifa.net/players/268/500/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,64,Colchester United,https://cdn.sofifa.net/teams/1935/30.png,210000,,,,,,,,,,,
10111,19 V. De Marco,25,https://cdn.sofifa.net/players/239/206/19_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,66,Lech Poznań,https://cdn.sofifa.net/teams/873/30.png,450000,,,,,,,,,,,
10112,21 M. Tanzmayr,18,https://cdn.sofifa.net/players/255/762/21_60.png,Austria,https://cdn.sofifa.net/flags/at.png,,73,spusu SKN St. Pölten,https://cdn.sofifa.net/teams/112075/30.png,575000,,,,,,,,,,,
10113,22 P. Metcalfe,22,https://cdn.sofifa.net/players/255/347/22_60.png,Canada,https://cdn.sofifa.net/flags/ca.png,,64,Vancouver Whitecaps FC,https://cdn.sofifa.net/teams/101112/30.png,300000,,,,,,,,,,,
10114,M. Diarra,21,https://cdn.sofifa.net/players/250/725/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,76,Toulouse Football Club,https://cdn.sofifa.net/teams/1809/30.png,1100000,,,,,,,,,,,
10115,Pablo Pérez,20,https://cdn.sofifa.net/players/256/058/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,74,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,750000,,,,,,,,,,,
10116,V. Adamo,20,https://cdn.sofifa.net/players/267/929/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,,73,Club Atlético River Plate,https://cdn.sofifa.net/teams/112184/30.png,800000,,,,,,,,,,,
10117,Benito,23,https://cdn.sofifa.net/players/255/040/23_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,,71,Dynamo Kyiv,https://cdn.sofifa.net/teams/101047/30.png,1300000,,,,,,,,,,,
10118,21 B. Sandmoen,20,https://cdn.sofifa.net/players/254/474/21_60.png,Norway,https://cdn.sofifa.net/flags/no.png,,67,Vålerenga Fotball,https://cdn.sofifa.net/teams/920/30.png,220000,,,,,,,,,,,
10119,22 I. Hernández,21,https://cdn.sofifa.net/players/263/631/22_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,,71,Pachuca,https://cdn.sofifa.net/teams/110147/30.png,750000,,,,,,,,,,,
10120,22 J. Campaña,18,https://cdn.sofifa.net/players/255/425/22_60.png,Colombia,https://cdn.sofifa.net/flags/co.png,,72,Argentinos Juniors,https://cdn.sofifa.net/teams/111019/30.png,575000,,,,,,,,,,,
10121,J. Lobatón,24,https://cdn.sofifa.net/players/259/616/23_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,,66,Sport Boys,https://cdn.sofifa.net/teams/111016/30.png,650000,,,,,,,,,,,
10122,D. Wilmering,21,https://cdn.sofifa.net/players/247/836/23_60.png,Australia,https://cdn.sofifa.net/flags/au.png,,65,Western Sydney Wanderers,https://cdn.sofifa.net/teams/112427/30.png,350000,,,,,,,,,,,
10123,G. Bentil,21,https://cdn.sofifa.net/players/258/975/23_60.png,Ghana,https://cdn.sofifa.net/flags/gh.png,,71,Chamois Niortais Football Club,https://cdn.sofifa.net/teams/1813/30.png,750000,,,,,,,,,,,
10124,21 M. Nguer,22,https://cdn.sofifa.net/players/256/723/21_60.png,Senegal,https://cdn.sofifa.net/flags/sn.png,,67,Pau FC,https://cdn.sofifa.net/teams/110321/30.png,500000,,,,,,,,,,,
10125,22 S. Cocimano,21,https://cdn.sofifa.net/players/258/216/22_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,74,Gimnasia y Esgrima La Plata,https://cdn.sofifa.net/teams/101084/30.png,1300000,,,,,,,,,,,
10126,22 L. Olivas,21,https://cdn.sofifa.net/players/259/866/22_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,,74,Club Deportivo Guadalajara,https://cdn.sofifa.net/teams/1880/30.png,925000,,,,,,,,,,,
10127,J. Jones,20,https://cdn.sofifa.net/players/271/234/23_60.png,Wales,https://cdn.sofifa.net/flags/gb-wls.png,,64,Forest Green Rovers,https://cdn.sofifa.net/teams/561/30.png,275000,,,,,,,,,,,
10128,22 R. Fahrnheider,17,https://cdn.sofifa.net/players/268/379/22_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,67,Türkgücü München,https://cdn.sofifa.net/teams/114398/30.png,300000,,,,,,,,,,,
10129,21 D. Otoya,29,https://cdn.sofifa.net/players/254/354/21_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,,59,Deportivo Binacional,https://cdn.sofifa.net/teams/114582/30.png,190000,,,,,,,,,,,
10130,17 G. Etinof,20,https://cdn.sofifa.net/players/226/160/17_60.png,France,https://cdn.sofifa.net/flags/fr.png,,73,Stade Lavallois Mayenne FC,https://cdn.sofifa.net/teams/1814/30.png,350000,,,,,,,,,,,
10131,21 J. Leesley,26,https://cdn.sofifa.net/players/254/969/21_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,56,Harrogate Town,https://cdn.sofifa.net/teams/112222/30.png,160000,,,,,,,,,,,
10132,Alberto Toril,25,https://cdn.sofifa.net/players/263/209/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,66,Piast Gliwice,https://cdn.sofifa.net/teams/111086/30.png,750000,,,,,,,,,,,
10133,M. Al Bishi,22,https://cdn.sofifa.net/players/259/349/23_60.png,Saudi Arabia,https://cdn.sofifa.net/flags/sa.png,,60,Al Raed,https://cdn.sofifa.net/teams/112392/30.png,170000,,,,,,,,,,,
10134,David Carmo,22,https://cdn.sofifa.net/players/251/616/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,,85,FC Porto,https://cdn.sofifa.net/teams/236/30.png,15500000,,,,,,,,,,,
10135,21 S. Cueni,19,https://cdn.sofifa.net/players/258/739/21_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,,69,FC Lausanne-Sport,https://cdn.sofifa.net/teams/1862/30.png,300000,,,,,,,,,,,
10136,C. Tavernelli,22,https://cdn.sofifa.net/players/258/075/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,66,Cittadella,https://cdn.sofifa.net/teams/111993/30.png,375000,,,,,,,,,,,
10137,K. Jodłowski,23,https://cdn.sofifa.net/players/270/727/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,,64,Cracovia,https://cdn.sofifa.net/teams/110747/30.png,300000,,,,,,,,,,,
10138,22 A. Andrade,19,https://cdn.sofifa.net/players/258/302/22_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,,70,Club Necaxa,https://cdn.sofifa.net/teams/101121/30.png,325000,,,,,,,,,,,
10139,Y. Massolin,19,https://cdn.sofifa.net/players/270/341/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,69,Clermont Foot 63,https://cdn.sofifa.net/teams/1815/30.png,350000,,,,,,,,,,,
10140,D. Ballard,22,https://cdn.sofifa.net/players/243/908/23_60.png,Northern Ireland,https://cdn.sofifa.net/flags/gb-nir.png,,78,Sunderland,https://cdn.sofifa.net/teams/106/30.png,3300000,,,,,,,,,,,
10141,22 M. González,22,https://cdn.sofifa.net/players/261/051/22_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,70,Godoy Cruz,https://cdn.sofifa.net/teams/111706/30.png,725000,,,,,,,,,,,
10142,N. El Hassani,22,https://cdn.sofifa.net/players/267/977/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,66,Chamois Niortais Football Club,https://cdn.sofifa.net/teams/1813/30.png,325000,,,,,,,,,,,
10143,21 J. Breitenbach,22,https://cdn.sofifa.net/players/257/055/21_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,69,1. FC Saarbrücken,https://cdn.sofifa.net/teams/523/30.png,775000,,,,,,,,,,,
10144,C. Hegardt,20,https://cdn.sofifa.net/players/266/281/23_60.png,United States,https://cdn.sofifa.net/flags/us.png,,67,Charlotte FC,https://cdn.sofifa.net/teams/114640/30.png,190000,,,,,,,,,,,
10145,22 He Longhai,19,https://cdn.sofifa.net/players/261/929/22_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,64,Shanghai Shenhua FC,https://cdn.sofifa.net/teams/110955/30.png,230000,,,,,,,,,,,
10146,R. Providence,20,https://cdn.sofifa.net/players/264/311/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,78,Roma,https://cdn.sofifa.net/teams/52/30.png,2200000,,,,,,,,,,,
10147,D. Karlsbakk,19,https://cdn.sofifa.net/players/267/426/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,,76,Viking FK,https://cdn.sofifa.net/teams/300/30.png,525000,,,,,,,,,,,
10148,Bobadilla,26,https://cdn.sofifa.net/players/257/362/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,70,Racing Santander,https://cdn.sofifa.net/teams/456/30.png,925000,,,,,,,,,,,
10149,21 J. Mungaray,19,https://cdn.sofifa.net/players/257/488/21_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,,75,Club Atlas,https://cdn.sofifa.net/teams/101114/30.png,575000,,,,,,,,,,,
10150,22 T. Zajíc,24,https://cdn.sofifa.net/players/264/446/22_60.png,Czech Republic,https://cdn.sofifa.net/flags/cz.png,,69,Zagłębie Lubin,https://cdn.sofifa.net/teams/110749/30.png,1000000,,,,,,,,,,,
